Randomized Student ID,Start Term,Enrollment Type,Pell,First Gen,Legal Sex,Student of Color?,Retention,Weighted HS GPA,LC GPA,Major Division,AcademicMotivation_Indicator,Grit_Indicator,Worries_Indicator,AcMo_WorkHardLearn,AcMo_TestSuccessPrep,AcMo_HSReadAboveReq,AcMo_TalkTchOutClass,AcMo_GoodGradesImp,AcMo_ChallengeMaterial,AcMo_ImpAcademicExp,AcMo_EnjoyAcademicExp,Conf_AttendInst,Conf_KnowMajor,Grit_IgnoreSetbacks,Grit_HardWork,Grit_FinishThings,Grit_Diligent,Grit_OvercomeSetbacks,CollGoals_MeaningfulCareer,CollGoals_LearnPrepForLife,CollGoals_IntPersChallenges,CollGoals_Friendships,CollGoals_DoWithLife,CollGoals_FinSuppSelf,CollGoals_GoodLifeFamily,CollGoals_FamilyProud,CollGoals_GiveBack,CollGoals_GradSchool,CollGoals_PositiveImpact,CollGoals_Other,CollGoals_Other_TEXT,CollGoals_total,Worries_DoWellAcad,Worries_MakeFriends,Worries_PayBills,Worries_MeetingExpect,Worries_BalancingResp,Worries_MentalHealth,Worries_FigureOutLife,Worries_Societalssues,Worries_EnoughFood,Worries_PlaceToSleep,Hours_PrepForClass,Hours_Extracurriculars,Hours_Working,SuccessfulLife_TEXT,SupportYou_TEXT
5748893702,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.26,3.75,Math and Natural Sciences,4.25,4.8,3.1,4,4,5,5,4,5,4,3,3,1,4,5,5,5,5,0,1,1,1,0,1,0,0,1,0,1,0,,1,2,3,3,3,4,4,4,4,2,2,4,4,4,"Maybe I'm an astronaut. Maybe I'm a forensic scientist. Maybe I'm an artist. I'm not sure what I'll be doing after college or what my life will look like. I have no clue. As long as I'm doing something I enjoy, then I'm not too worried about how my life will turn out.","Just being there when I need them. I'm not sure how this year will go, so having a stable support system will be very useful!"
5752888167,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.49,4.00,Arts and Humanities,4,4,2.3,5,5,4,4,4,5,3,2,4,4,3,5,4,4,4,1,1,0,1,0,1,0,0,0,0,1,0,,1,3,1,2,2,3,4,3,1,3,1,4,3,4,Able to support myself financially alone and have a long term job related to my major.,
5757817379,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,International,Retained,2.70,3.23,Undecided,4.88,3.8,2.6,5,5,4,5,5,5,5,5,4,4,5,4,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,,1,4,4,4,4,2,1,1,4,1,1,5,2,2,"I would like to graduate L&C with 4.0 or higher GPA and get accepted by Cornell University, Texas A&M, UC Davis (vet school).
I would also like to get US citizenship and join the Air Force.",I would like them to help me make my plan to go to vet school so I am more likely to be accepted.
5760272571,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.30,3.97,Arts and Humanities,4,4.2,3.1,3,4,4,5,5,5,3,3,4,3,3,5,5,4,4,1,1,1,1,1,1,1,0,1,1,1,0,,1,4,4,4,2,4,4,3,3,2,1,5,4,4,"I am happily with a loving partner and we are both pursuing careers that make us feel happy and fulfilled (though it wouldn't be bad to also be paid well). I don't really need much, I would just like to feel overall content with the choices I made to get to that position in my life.",Be available to answer any questions I have and/or direct me in my times of confusion (because there will certainly be many!)
5765017621,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,3.93,3.00,Social Sciences,3.75,4.2,2.2,5,5,4,4,3,3,3,3,1,1,3,4,5,4,5,0,0,0,1,0,0,0,0,0,0,0,0,,1,2,4,3,3,2,2,3,1,1,1,2,2,2,,
5769651120,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Student of Color,Retained,Unavailable,2.84,Social Sciences,3.63,3.4,2.9,5,4,1,4,4,4,4,3,3,4,3,4,3,3,4,1,1,1,1,1,1,1,1,1,0,1,0,,1,3,2,4,4,3,3,4,4,1,1,4,2,2,I am living in a modest and eco friendly dwelling with a family of three. I am a steward of the Earth and or a politician working to reverse climate change. Im living a happy life feeling fulfilled in the environmental work I am doing and my fulfilled by my family.,"Accommodate my academic disabilities and teach me to the best of there ability how to save the planet.,"
5777737521,22/FA,"First-Time, First-Year",Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.23,4.00,Math and Natural Sciences,4,2.8,2.4,5,3,4,4,5,4,4,3,3,2,3,3,3,3,2,1,1,1,1,0,1,1,1,1,1,1,0,,1,3,3,2,2,3,3,3,3,1,1,5,5,2,"I'd like to be influencing public policy, possibly through lobbying, or research into the impacts of different laws. I'm not sure exactly what I want my future to look like, but I'd like my career to have a real-world impact and be intellectually engaging. Possibly running or participating in a non-profit?","I appreciate emails that talk about various opportunities on campus, and to make sure I don't miss any deadlines for events, or application/registration forms."
5790103699,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,-,4.23,4.00,Undecided,3.88,3.40,1.80,5,3,4,5,3,4,4,3,3,1,4,4,3,2,4,1,1,1,1,0,1,0,0,1,1,1,0,,1,3,2,2,2,2,2,1,2,1,1,5,4,4,,
5791510449,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Student of Color,Retained,5.00,3.30,Social Sciences,4.25,3.6,3.1,5,4,3,5,5,4,5,3,3,3,3,5,3,3,4,1,0,0,0,1,1,1,1,1,1,1,0,,1,4,3,3,4,4,4,3,4,1,1,6,4,3,"Hopefully rich, and able to support my family, married maybe a few kids. Bought a nice car",Have resources!! Which you already do!!
5810920609,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Student of Color,-,3.50,1.90,Undecided,4.00,3.80,3.00,4,4,4,4,3,5,5,3,4,3,5,3,4,4,3,1,0,1,1,0,1,0,1,0,0,0,0,,1,3,3,2,4,4,4,3,4,2,1,3,2,3,I imagine starting a family with someone and a steady job. I imagine myself either working in computer science or as a therapist. I would like to be living contentedly.,Be open to questions
5812571638,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,-,4.21,2.60,Undecided,2.63,3.60,2.30,4,4,2,2,4,2,2,1,4,1,3,4,4,4,3,1,1,0,0,1,0,1,0,0,0,0,0,,1,4,1,2,3,2,3,4,2,1,1,3,2,4,I just want enough money to always be comfortable.,"I am not someone who is afraid to ask for help, so really just helping when asked is plenty."
5822655821,22/FA,"First-Time, First-Year",Pell,Not 1st Gen,Female,Non-Student of Color,Not Retained,4.12,2.45,No Longer Enrolled at Institution,3.38,4.6,2.6,5,4,2,4,4,3,2,3,3,1,4,5,4,5,5,1,1,1,1,1,1,0,0,1,0,1,0,,1,3,2,4,3,3,4,3,2,1,1,3,2,4,"I am running my own nonprofit organization that kindly and efficiently assists animals or people in need, whatever sparks my passion and is needed where I end up living. I live in a little house with a bunch of cats and my work is my life because of the impact it has.",Be accesible to answer a lot of questions and be there to help if I find myself in a tough situation.
5840591161,22/FA,New Transfer,Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,-,3.98,Social Sciences,4.38,5,2.7,5,5,4,4,5,5,4,3,4,4,5,5,5,5,5,1,0,1,1,0,1,0,0,0,1,1,0,,1,4,2,3,1,4,4,3,4,1,1,6,3,1,"I imagine that I would have a 40 hour a week office job in this scenario, one which I enjoy and feel as though my work has meaning and that I am helping those around me. I also feel as though success for me in the future will look like having a family as well as staying in touch with those I consider to be my family right now (childhood friends and family members).",Just a lot of opportunities for office hours which I don't doubt will already be in place.
5866440352,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,3.94,3.81,No Longer Enrolled at Institution,3.125,4,1.5,4,4,2,3,4,4,2,2,4,3,3,4,4,4,5,1,1,1,1,0,0,0,0,0,0,1,0,,1,1,1,2,2,2,1,2,2,1,1,6,5,3,"I want to be a writer of something, whether I'm in a band or writing short stories. Success isn't particularly important to me as long as I am utilizing a creative outlet. I would likely be a an English teacher who is in a band on the weekends and writes stories in the summer.",LC staff should just keep doing what they're doing; I feel I can support myself through the LC foundation.
5878890419,23/FA,"First-Time, First-Year",Pell,Not 1st Gen,Female,Student of Color,-,3.51,1.68,Undecided,3.00,4.60,3.00,3,4,1,2,4,5,3,2,4,2,4,5,4,5,5,1,0,0,0,1,1,1,1,1,0,0,0,,1,4,2,4,3,3,3,4,2,4,1,3,5,5,,
5910510631,23/FA,"First-Time, First-Year",Pell,First Gen,Male,Non-Student of Color,-,3.75,2.33,Undecided,3.38,4.40,1.70,3,4,2,4,5,3,3,3,4,4,5,5,3,4,5,1,0,0,0,1,1,1,1,1,0,1,0,,1,2,2,4,1,2,2,1,1,1,1,3,7,2,,
5925252071,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.00,3.32,Arts and Humanities,3.375,2.4,3,5,3,4,3,3,5,2,2,4,2,1,3,2,3,3,1,1,1,1,0,0,0,0,0,0,1,0,,1,3,4,2,4,4,4,4,3,1,1,4,3,1,"I’ve written award winning fiction novels and books on philosophy, I’ve released a music album, I live in a cabin in the woods with a large fluffy dog named Bear and I’m a Philosophy professor and/or counseling those with Religious Truama",Unsure
5925809283,21/FA,"First-Time, First-Year",Pell,Not 1st Gen,Male,Non-Student of Color,Retained,3.73,3.48,Math and Natural Sciences,3.75,4.4,2.8,4,4,2,5,4,4,4,3,4,3,4,5,4,4,5,1,0,0,1,0,1,0,0,0,0,0,0,,1,4,2,3,4,3,4,2,3,2,1,3,3,2,I would love to be working in conservation. I would love to bridge the gap between conservation work and the arts by documenting endangered ecosystems through photography or videography. I would ideally be making enough money to travel to the remote places where I’m working.,"I would love to have strong communication with my mentors. I came from a small high school school, and I found that I thrive in environments where I am understood and supported by my teachers."
5931071902,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.43,3.66,Social Sciences,4.63,3.8,3.7,5,5,4,4,5,5,5,4,3,2,3,4,4,4,4,1,1,0,1,0,1,0,0,1,1,1,0,,1,4,4,4,4,4,4,4,4,2,3,5,5,3,I want to be in a position that I am able to support myself. I want to be able to help people in my life. I want to live in a city and maybe have a beginning of my own family as well as a job that with help me be financially independent.,Be open to my questions. I am a person that is very inquisitive and won't hesitate to ask them.
5934610949,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.68,3.70,Math and Natural Sciences,4,4.6,2.4,4,5,3,5,5,5,3,2,4,3,4,5,4,5,5,1,1,1,1,0,1,0,0,1,0,1,0,,1,3,1,2,3,4,3,2,4,1,1,5,2,3,I am a back country researcher working for the National Park Service or another place. I am exploring in nature and gathering raw data and analyzing the behaviors and patterns of flora and fauna. I am living a cheap but a happy life doing what I love and contributing to the battle against climate change and environmental damage. I may be doing this overseas as well and as a side job while traveling I will be Teaching English as a Foreign Language.,I really would love to have a job through college outdoors. Ideally leading trips but I would be happy with anything. Creating connections with people who are involved in back country research would be extremally valuable also having support and guidance in which classes I should take to get me on the right academic path to get to this goal.
5936942768,23/FA,"First-Time, First-Year",Not Pell,First Gen,Male,Student of Color,-,2.97,0.50,Undecided,3.63,2.80,2.30,4,5,2,2,5,3,5,3,4,1,3,3,3,2,3,1,1,0,0,0,1,0,1,0,0,0,0,,1,4,1,4,4,2,3,2,1,1,1,3,4,1,A job that I can enjoy and not get stressed over. I make an amount of money that I'm satisfied with and can support multiple people with. Living a life of happiness and no longer stressed.,If had one then just to make a few suggestions on good methods to study.
5945733705,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,4.13,3.49,Arts and Humanities,4,4.2,2.5,4,4,4,5,4,4,4,3,4,2,5,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,0,,1,3,2,3,2,3,4,3,3,1,1,3,3,4,,
5956594880,21/FA,"First-Time, First-Year",Pell,First Gen,Female,Student of Color,Retained,4.08,3.75,Arts and Humanities,3.375,3.8,3.5,3,4,3,3,4,4,3,3,3,3,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,0,,1,4,4,4,4,4,4,4,4,2,1,3,3,2,I enjoy waking up for work everyday and have a positive outlook on life! I’m in a career position that I’m comfortable with and I have supportive people around me.,Foster a welcoming environment and help students on the path to fulfilling their academic and career dreams.
5957933773,21/FA,"First-Time, First-Year",Pell,First Gen,Female,Student of Color,Not Retained,4.27,1.96,No Longer Enrolled at Institution,3.875,3.4,3.3,5,3,3,2,5,4,5,4,3,1,3,3,4,3,4,1,1,1,1,1,1,1,0,1,0,0,0,,1,4,3,4,2,3,4,4,3,3,3,2,3,4,"A house with 3 big bedrooms, a library and a big garden for my cats and myself. Financially stable and a Latino/Hispanic community nearby. I want to be healthy and have time for myself and be able to travel outside of the United States. I want to work where I can help my community or educate others, also in a positive work environment.",I don’t know
5964652296,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Not Retained,4.42,3.76,No Longer Enrolled at Institution,4.25,4.2,2.9,4,5,3,5,5,5,5,2,4,3,4,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,0,,1,2,3,3,4,4,4,2,4,1,2,3,3,3,"If I achieved my goals, I would be a lawyer who is able to help people in some capacity. I would also be fluent in multiple languages.",
5967692359,22/FA,"First-Time, First-Year",Not Pell,First Gen,Female,Non-Student of Color,Retained,4.30,3.95,Undecided,4.13,4.2,3.1,4,4,3,5,5,5,4,3,4,2,3,5,4,4,5,1,1,1,1,1,1,1,1,1,0,1,0,,1,3,2,4,4,4,4,4,4,1,1,3,3,3,"I hope I live in a different country, and I want to be able to travel as often as I can. I would also love to have a strongly established, supportive group of friends, whether locally, all around the world, or ideally both. I will hopefully have at least one novel published, and be doing some sort of work on the regular that I feel is very valued and needed in the world. I hope to feel fulfilled and know that I am making a positive impact.","It's a bit difficult to think of anything specific without actually having been to any of my classes or experienced the full extent of life on campus. However, the support in answering my questions in-depth and helping me find resources to solve my problems myself that I have already received from several faculty members, primarily advisors, has been all that I could ask for and more, and has made me feel so much better going into my first semester!"
5980711781,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Student of Color,-,2.97,3.43,Undecided,4.25,4.00,3.30,4,4,5,5,5,4,4,3,4,2,4,4,3,4,5,1,1,0,1,1,0,0,1,1,0,1,0,,1,3,4,2,3,4,3,4,2,4,4,6,4,3,"A successful life after college to me looks like I'm ready to navigate the world. I am more confident in what I want to do with my life, my values, personal goals, and the contributions I want to make to the world. I've developed a routine and time management skills, feel more confident in myself, and am more socially mature and increasingly engaged with the world in a variety of aspects.",
5981963157,22/FA,"First-Time, First-Year",Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.19,3.92,Math and Natural Sciences,3.5,4.2,2,4,5,3,2,5,4,3,2,4,3,4,5,4,4,4,0,1,1,1,0,1,0,0,1,0,1,0,,1,2,2,2,2,3,2,2,3,1,1,,,,,
6006340093,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Student of Color,Retained,4.01,3.76,Undecided,4,3.6,,5,5,3,4,5,4,3,3,3,2,3,4,4,3,4,0,1,1,1,0,1,1,0,1,0,1,0,,1,4,3,3,3,3,3,,3,1,1,4,3,3,"I would love to have my own land to steward. On this land I would grow my own food and herbs and create a business where I created my own products from the things I grew/produced on my land. I would love to host events but also use my land as an opportunity for education for myself and others. By spreading awareness of how our human activities and actions effect natural spaces. I would also use my land as a resource for people to learn how to grow their own food and how to make small steps in their on home to live a more conscious sustainable life. I would hope that living this way would allow me to maintain a healthy and strong body while also providing a space that promoted good mental health. I imagine this life and business to be something that I ran with the support of others but not as a job where someone else runs the show and I simply and there as a worker, Id like it to be a vision a create.","Offer fun classes, offer out of class workshops that give students the opportunity to use their hands to create and also allow them to interact with community. I am excited to attend symposiums and also to attend lectures that are not required."
6009911609,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Student of Color,Retained,4.09,3.87,Math and Natural Sciences,4.38,4.8,2.3,5,5,4,5,5,5,3,3,4,3,5,5,5,4,5,1,1,1,1,1,1,0,1,0,1,1,1,I'll have a purpose that makes me happy,1,2,3,2,3,3,3,3,2,1,1,4,3,4,"I'll be working a full-time job that pays me well but won't take up all my time (40hrs/week is good, I don't need more) giving me good vacation time and benefits so I can spend time with my loved ones. Hopefully will be a STEM job. Maybe having my own apartment or starting to find my own house to settle down. Possibly living with a partner and a dog and some pet fishes. Having the time and resources to go travel at least once a year.",I appreciate communication. I loved to talk to my teachers in high school and delve deeper into subjects that interest me and have casual conversations in general. I find that I like friendly atmospheres in the classroom where jokes can be made casually.
6014541983,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Student of Color,-,3.88,4.00,Undecided,4.00,4.00,2.60,4,3,5,4,5,3,4,4,3,4,3,5,5,3,4,1,1,1,1,1,1,1,1,1,1,1,0,,1,4,2,2,3,4,4,2,2,1,2,4,2,3,I am a licensed forensic pathologist with a cool gothic-decorated house.,"Help guide me through the steps that I need to go to medical school, and support my mental health."
6016385228,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Not Retained,3.52,1.20,No Longer Enrolled at Institution,4,3.8,3.2,5,3,4,4,5,4,4,3,4,1,4,4,3,4,4,1,1,1,0,0,1,0,0,1,0,1,0,,1,4,4,2,4,4,4,4,4,1,1,4,3,1,,
